time,symbol,action,side,price,qty,agent,pnl,note
2025-10-05T18:59:55Z,AIAUSDT,OPEN,SELL,2.53603637,79.000000,governor,0.00,paper open
2025-10-05T18:59:58Z,ASTERUSDT,OPEN,SELL,1.83081690,109.000000,governor,0.00,paper open
2025-10-05T19:04:22Z,BNBUSDT,OPEN,SELL,1158.48414000,0.170000,governor,0.00,paper open
2025-10-05T19:06:32Z,ZECUSDT,OPEN,BUY,166.38004229,1.205000,governor,0.00,paper open
2025-10-05T19:08:02Z,XRPUSDT,OPEN,SELL,2.95898802,67.600000,governor,0.00,paper open
2025-10-05T19:09:02Z,ZECUSDT,OPEN,BUY,168.54446714,1.187000,governor,0.00,paper open
2025-10-05T19:11:32Z,DOGEUSDT,OPEN,SELL,0.25213478,793.000000,governor,0.00,paper open
2025-10-05T19:14:22Z,DOGEUSDT,OPEN,SELL,0.25228477,793.000000,governor,0.00,paper open
2025-10-05T19:33:47Z,ASTERUSDT,OPEN,SELL,1.80751923,111.000000,governor,0.00,paper open
2025-10-05T19:34:22Z,ZECUSDT,OPEN,BUY,163.05630400,1.228000,governor,0.00,paper open
2025-10-05T19:53:39Z,AIAUSDT,OPEN,BUY,2.59292927,77.000000,governor,0.00,paper open
2025-10-05T20:00:50Z,XPLUSDT,OPEN,BUY,0.91215389,219.000000,governor,0.00,paper open
2025-10-05T20:24:21Z,XPLUSDT,OPEN,BUY,0.91489148,219.000000,governor,0.00,paper open
2025-10-05T20:33:43Z,XPLUSDT,OPEN,BUY,0.92038212,217.000000,governor,0.00,paper open
2025-10-05T20:34:50Z,XPLUSDT,OPEN,BUY,0.92429242,216.000000,governor,0.00,paper open
2025-10-05T20:54:04Z,XPLUSDT,OPEN,BUY,0.92334362,216.000000,governor,0.00,paper open
2025-10-05T21:02:39Z,AIAUSDT,OPEN,SELL,2.47789219,81.000000,governor,0.00,paper open
2025-10-05T22:08:26Z,SUIUSDT,OPEN,SELL,3.54004596,56.500000,governor,0.00,paper open
2025-10-05T22:09:00Z,SOLUSDT,OPEN,SELL,227.99719800,0.880000,governor,0.00,paper open
2025-10-05T22:09:34Z,XRPUSDT,OPEN,SELL,2.97113646,67.300000,governor,0.00,paper open
2025-10-05T22:10:01Z,DOGEUSDT,OPEN,SELL,0.25208479,793.000000,governor,0.00,paper open
2025-10-05T22:13:53Z,XPLUSDT,CLOSE,SELL,0.89951004,216.000000,governor,-5.15,paper close
2025-10-05T22:13:53Z,XPLUSDT,OPEN,SELL,0.89951004,222.000000,governor,0.00,paper open
2025-10-05T23:18:17Z,AIAUSDT,OPEN,SELL,2.40938904,83.000000,governor,0.00,paper open
2025-10-06T00:02:44Z,ASTERUSDT,OPEN,BUY,1.87743698,106.000000,governor,0.00,paper open
2025-10-06T00:39:58Z,1000PEPEUSDT,OPEN,SELL,0.00973240,20557.000000,governor,0.00,paper open
2025-10-06T01:27:20Z,BNBUSDT,OPEN,BUY,1181.96914411,0.170000,governor,0.00,paper open
2025-10-06T06:29:55Z,ADAUSDT,OPEN,BUY,0.84595584,236.000000,governor,0.00,paper open
2025-10-06T08:02:21Z,COAIUSDT,OPEN,BUY,1.02430994,191.000000,governor,0.00,paper open
2025-10-06T12:29:44Z,CELOUSDT,OPEN,SELL,0.44995500,444.400000,governor,0.00,paper open
2025-10-06T13:19:56Z,COAIUSDT,OPEN,BUY,2.57216581,77.000000,governor,0.00,paper open
